place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e9a1ec0af46d197a4eaf422cf8f4c47b,4,Great pub food and atmosphere!,2 days ago,2024-03-27 13:04:12.502855,,,,0,17,17,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,a11020efd7498d9ee74e40039c77a13d,1,this is a Whites Only establishment. and specificaly blond with light colored eyes. any other race will feel EXTREMELY UNCOMFORTABLE there. Atmosphere,2 days ago,2024-03-27 13:04:12.506077,"Hi there, We are so sorry to hear you had a negative experience here. We would like to learn more about what happened. If you could send us an email at info@thestarryplough.com explaining what happened we would appreciate it. Thank you.",2 days ago,2024-03-27 13:04:12.506077,0,7,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,596e9d18548f2e78cb30ea2fe0213e49,5,,a week ago,2024-03-22 13:04:12.508798,,,,0,34,4,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1c0a9d96a9a760121678912a2088965e,5,,2 weeks ago,2024-03-15 13:04:12.511426,,,,0,8,65,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,8ca7aa07df6b28e7e5bf045487530c49,3,,2 weeks ago,2024-03-15 13:04:12.513969,,,,0,34,,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,edf23649c71d90638536aafdac5f1269,5,Free Irish dance lessons on Monday nights! Great music and people.,2 weeks ago,2024-03-15 13:04:12.516413,,,,0,63,20,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,13b8a43bdf356064a3457cdad091cea1,5,,3 weeks ago,2024-03-08 13:04:12.519184,,,,0,3,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e0004815203cb83f4b4aa5fb98a67237,5,Im fairly impressed with the way they manage the pub the food is fabulous and the workers who run the kitchen are very  professional,4 weeks ago,2024-03-01 13:04:12.521242,,,,0,5,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,ad95d9232240b932c2f34f7a15fe1054,5,,a month ago,2024-02-29 13:04:12.524212,,,,0,1,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,225fc7df268400e889834707e497de8d,3,Good place to dance with upcoming bands.,a month ago,2024-02-29 13:04:12.526710,,,,0,75,27,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,008e46dc53972467273cc9c396f4475a,5,,a month ago,2024-02-29 13:04:13.016622,,,,0,9,12,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1a6b2c123e1a7f1ef1abae20e215b594,5,,a month ago,2024-02-29 13:04:13.019974,,,,0,8,47,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,f1784f6b54b22585a89ac17b78858438,5,"Classic people, classic place, nerds welcome",a month ago,2024-02-29 13:04:13.024201,,,,0,77,311,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,fa69deb87c7f7f95946795b2619581c3,5,Went a little too early for the full-on Irish dancing but we did see the lessons. The shepherds pie was delicious. Parking is a challenge.,a month ago,2024-02-29 13:04:13.028547,,,,0,114,67,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1716f39358a195471a94d00aeb26a2ec,5,,a month ago,2024-02-29 13:04:13.032148,,,,0,43,7,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,a07810853796683d10b2c4a4d4d30050,5,This place is an absolute gem. Hands down one of the best (if not absolutely the best) activist bars in the bay area. Go on!!,a month ago,2024-02-29 13:04:13.035373,,,,0,9,2,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,a2be9dedea31f1ce39f3316fc015b574,3,I Just started coming here since they started having the Blues every 2nd Friday of the month which started in Dec I come early to find a park  which is hard to find I enjoyed the food and the non alcohol drinks and the atmosphere they were charging a $5 service charge for people that get there early before the band plays on my 3 time coming they are now charging $10-$20 in which me and girlfriend of mine paid the $10 another friend came later and the charge was $20 in which he left then I see another people claiming to be part of the band and their is no charge this kind of behavior shows me this is not the place I need be at and will not recommended to others,a month ago,2024-02-29 13:04:13.038278,,,,0,63,,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,b4ea1919513716831f42e45de3f6afa0,5,,a month ago,2024-02-29 13:04:13.040982,,,,0,8,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,18f2fe281fa836924088c95c38a6e8e0,5,,a month ago,2024-02-29 13:04:13.043562,,,,0,70,20,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,1c44e4f12e9fa77057f0c5a7e4cb237a,5,,a month ago,2024-02-29 13:04:13.045461,,,,0,3,3,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,56c7db19fa8384e9f9ad786e5e97e4db,5,,a month ago,2024-02-29 13:04:13.574712,,,,0,,,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,61e0e654d2dfe08f62063f8ab7e5dc18,5,,2 months ago,2024-01-29 13:04:13.577301,,,,0,5,,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,3ffb274dcaeb79aa60baa75ee234f199,5,Fabulous session. James Connelly in the house.,2 months ago,2024-01-29 13:04:13.580428,You know it! Thank you so much for supporting.,2 months ago,2024-01-29 13:04:13.580428,0,5,4,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,8af3a922e9d8f2beb1fcb87b03375c4d,5,,2 months ago,2024-01-29 13:04:13.583973,,,,0,33,3,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,329c805cd39185daa5e447df18f98338,5,"Cool dive bar in the middle of Berkeley. The Guinness is great, and people and servers are friendly.",2 months ago,2024-01-29 13:04:13.586614,,,,0,115,404,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,79d4e728955df5de693f9dc1e2b2076f,4,"Good ol Irish atmosphere, food & music. By golly, Parking: Get there early Wheelchair accessibility: Difficult",2 months ago,2024-01-29 13:04:13.589414,,,,0,5,1,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,98788ffea0dd253e21c38c00fbc4bc4d,5,,2 months ago,2024-01-29 13:04:13.592153,,,,0,19,2,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,3fe4445a7eb91d795ff5b09df21e595f,5,"Great band on New Years Eve, just enough crowd to feel the energy but enough room to dance it out. Seems everybody knows this place.",2 months ago,2024-01-29 13:04:13.594607,,,,0,160,83,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,50100026432d04dd7e685e6e8591c799,5,,3 months ago,2023-12-29 13:04:13.596935,,,,0,15,1,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,542cb79d25cd45e2ee636a4b18635647,5,Excellent fries. Entertainment.,3 months ago,2023-12-29 13:04:13.598704,,,,0,38,21,False,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e61655a6a5af90fabbfd35adf7525450,5,Lovely people. Delicious Guinness.,3 months ago,2023-12-29 13:04:14.117024,,,,0,81,901,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,e7410bcd6029eea2688523be8bec7551,5,,3 months ago,2023-12-29 13:04:14.119985,,,,0,16,40,True,,
ChIJWYBpOYJ-hYARHM-pU3PMre4,The Starry Plough Pub,10c06ef8ecc6ff1c6c0bf9010c0c5d2a,5,"The place was fun :) There was a little concert with a lot of instruments inside and that was giving quite a vibe to the whole experience. Great choice of beers - also Guinness+ cider! - and interesting choice of food. Chicken wings were very tasty. I saw on the menu that they do the desserts with beers, which should be quite an experience.",3 months ago,2023-12-29 13:04:14.122151,,,,0,175,403,True,,
